ml	CpG.number
chr7_127054707_127055680	0.05	8
chr7_127112248_127113805	0.2	22
chr7_127129358_127130110	0.16	7
chr7_127260304_127261324	0	49
chr7_127345297_127346495	0	31
chr7_127477691_127479211	0.01	58
chr7_127564623_127565389	0.51	5
chr7_127875310_127877222	0	64
chr7_127966606_127967969	0.01	25
chr7_128178085_128178967	0.07	2
chr7_128252164_128253141	0.07	37
chr7_128550550_128551294	0.06	3
chr7_128554422_128554938	0.17	8
chr7_129066732_129067309	0.29	3
chr7_129483515_129484302	0.09	6
chr7_129966883_129967358	0.53	6
chr7_130319563_130320403	0.65	12
chr7_130622452_130623135	0.21	6
chr7_130815487_130816475	0.56	21
chr7_131186814_131187835	0.11	10
chr7_131250096_131250508	0.29	4
chr7_131628197_131629507	0.27	33
chr7_131669182_131669895	0.05	6
chr7_131855488_131856191	0.08	3
chr7_131906466_131907222	0.23	13
chr7_131927231_131927785	0.14	7
chr7_131958619_131959199	0.04	2
chr7_131992525_131993422	0.13	6
chr7_132005834_132006604	0.19	17
chr7_132031659_132032801	0.1	9
chr7_132067232_132068465	0.05	13
chr7_132074307_132074860	0.04	5
chr7_132153608_132154539	0.06	20
chr7_132174264_132175228	0.08	12
chr7_132208882_132209800	0.02	12
chr7_132593688_132594282	0.18	6
chr7_132672559_132673108	0.37	5
chr7_132681116_132681813	0.94	10
chr7_132723830_132724650	0.62	15
chr7_132891915_132892891	0.5	13
chr7_133012513_133013278	0	13
chr7_133039775_133040553	0.44	11
chr7_133108460_133109129	0.05	3
chr7_133176622_133177148	0.42	7
chr7_133286696_133287336	0.92	11
chr7_133468196_133469332	0.53	8
chr7_133579577_133580645	0.01	23
chr7_133765501_133766453	0.49	21
chr7_133919247_133920487	0.13	17
chr7_134381429_134382190	0.04	8
chr7_135430854_135431402	0.36	4
chr7_135699246_135700008	0.31	7
chr7_135726348_135727289	0.33	6
chr7_135945939_135946732	0.29	6
chr7_136038043_136039319	0.27	8
chr7_136060426_136061119	0.04	27
chr7_136378628_136379483	0.34	14
chr7_136844268_136844902	0.01	10
chr7_136880112_136880776	0.32	6
chr7_137558729_137559484	0.28	5
chr7_137629446_137630085	0.34	8
chr7_137674520_137675872	0.41	11
chr7_137714415_137715984	0.09	18
chr7_138199516_138200250	0.15	14
chr7_138413387_138413982	0.12	6
chr7_138787976_138788596	0.13	6
chr7_139221034_139221523	0.01	4
chr7_139350423_139351148	0.27	5
chr7_139388471_139389362	0	25
chr7_139565677_139566558	0.46	11
chr7_139615788_139616392	0.21	7
chr7_139791300_139792255	0.12	12
chr7_139998633_139999206	0.35	10
chr7_140167826_140169007	0.09	4
chr7_140187639_140188537	0.23	8
chr7_140477797_140478267	0.05	1
chr7_140912207_140912822	0.37	3
chr7_141193778_141194417	0.01	12
chr7_141678684_141679421	0.17	7
chr7_141686849_141687733	0.39	12
chr7_141805178_141805902	0.05	10
chr7_141928186_141929156	0.03	15
chr7_142145343_142146227	0.11	2
chr7_142198740_142199200	0.03	2
chr7_143428350_143428950	0.81	21
chr7_143905264_143906143	0.21	6
chr7_144102253_144103132	0.35	6
chr7_144205605_144206820	0.13	10
chr7_144235293_144235893	0.01	5
chr7_144268247_144269182	0.01	8
chr7_144316194_144317245	0.11	14
chr7_144325352_144326145	0.31	4
chr7_144441536_144442345	0.72	7
chr7_144479255_144480246	0.47	4
chr7_144529752_144530319	0.32	4
chr7_144581506_144582945	0.02	49
chr7_144653462_144654247	0.73	10
chr7_145106325_145107315	0.32	6
chr8_3392924_3393399	0	14
chr8_4238189_4239343	0	50
chr8_4263051_4263820	0.01	8
chr8_4401563_4402145	0.43	3
chr8_5492432_5493140	0.28	3
chr8_6111028_6111762	0.2	4
chr8_7469154_7469848	0.23	7
chr8_7719027_7719901	0.02	6
chr8_8084444_8085284	0.14	3
chr8_8142869_8143654	0.19	8
chr8_8488440_8489258	0.37	21
chr8_8519553_8520377	0.06	6
chr8_8599866_8600399	0.25	8
chr8_9707330_9708120	0.14	10
chr8_9865107_9865847	0.02	16
chr8_9929724_9930657	0.01	16
chr8_10825224_10825884	0.09	7
chr8_10891418_10892137	0.31	7
chr8_11089164_11089694	0.5	6
chr8_11114460_11115052	0.03	9
chr8_11253022_11253697	0.35	11
chr8_11300429_11300920	0.26	7
chr8_11437725_11438407	0.3	18
chr8_11476621_11477261	0.08	16
chr8_11691307_11691713	0.16	5
chr8_12031569_12032758	0.33	11
chr8_12073421_12074374	0.32	9
chr8_12126479_12127056	0.05	11
chr8_12486170_12486713	0.49	9
chr8_13028314_13029076	0.25	10
chr8_13287263_13288478	0	81
chr8_13415592_13416290	0.12	11
chr8_13420913_13421410	0.51	9
chr8_13529930_13530650	0.62	5
chr8_13530770_13531403	0.72	5
chr8_13611599_13612339	0.11	16
chr8_13740116_13740795	0.12	11
chr8_14035153_14035725	0.09	11
chr8_14501862_14502847	0	16
chr8_14748706_14749267	0.67	5
chr8_15304127_15304709	0	4
chr8_15500910_15501398	0.08	5
chr8_15569899_15570870	0.14	9
chr8_15942306_15943144	0.13	6
chr8_15994402_15995488	0.05	8
chr8_16014242_16014931	0.02	3
chr8_16032676_16033504	0.26	6
chr8_16194224_16194814	0	1
chr8_16223906_16224810	0.06	10
chr8_16541609_16542233	0.05	1
chr8_17015382_17015902	0.02	9
chr8_17053502_17054464	0.01	9
chr8_17664024_17664967	0.1	3
chr8_18258245_18259066	0.39	8
chr8_18267988_18269002	0.22	17
chr8_18287518_18288312	0.15	9
chr8_18411578_18413000	0.58	16
chr8_18464448_18465019	0.72	4
chr8_20297074_20297647	0.2	53
chr8_22568132_22568708	0.08	19
chr8_22652979_22653903	0	42
chr8_23108553_23109703	0.55	18
chr8_23157528_23158178	0.01	22
chr8_23270277_23271467	0.11	20
chr8_23319327_23320024	0.12	13
chr8_23641743_23642510	0.18	11
chr8_23799668_23800304	0.33	5
chr8_23907131_23908072	0.04	11
chr8_24176476_24177002	0.07	2
chr8_24227632_24228709	0.17	4
chr8_24586568_24587145	0.13	6
chr8_24973798_24974750	0.27	15
chr8_25051590_25052392	0.64	12
chr8_25139053_25139794	0.06	12
chr8_25215917_25216376	0	1
chr8_25223573_25224526	0.05	15
chr8_25798621_25799310	0.09	8
chr8_26649874_26650773	0.27	7
chr8_26748262_26749339	0.6	10
chr8_26780517_26781109	0	16
chr8_26816711_26817546	0.11	6
chr8_27372084_27373015	0.01	7
chr8_27386699_27387265	0.3	8
chr8_27868146_27869076	0.02	9
chr8_28799283_28799775	0.56	2
chr8_28871003_28871821	0.13	9
chr8_28960701_28961554	0.06	3
chr8_31068876_31069902	0.05	11
chr8_31089472_31091084	0.04	44
chr8_31120734_31121619	0.27	17
chr8_31211505_31211829	0.28	5
chr8_31866789_31867278	0.27	7
chr8_32008410_32009732	0	57
chr8_32391314_32391827	0.26	2
chr8_32663356_32664061	0.02	2
chr8_32792469_32793290	0.06	6
chr8_33997649_33998154	0.33	3
chr8_34137433_34137993	0.04	18
chr8_34198660_34199487	0.34	12
chr8_34207605_34208824	0.31	19
chr8_34251602_34252602	0.24	17
chr8_34392361_34393956	0.02	28
chr8_34474516_34475040	0.18	9
chr8_34480326_34480950	0.15	4
chr8_35359097_35359772	0.47	7
chr8_35631906_35632364	0.15	6
chr8_35756083_35756767	0.12	8
chr8_35884471_35884889	0.24	2
chr8_35901313_35902087	0.02	7
chr8_35923992_35924585	0.92	4
chr8_35959046_35959828	0.68	3
chr8_36019539_36020401	0.44	16
chr8_36347694_36348671	0.54	4
chr8_36457480_36458564	0	62
chr8_36494626_36495400	0.52	15
chr8_36731643_36733350	0.23	48
chr8_36879521_36880346	0.03	6
chr8_36940047_36940656	0.31	5
chr8_39190745_39191532	0.62	5
chr8_40296448_40297077	0.1	10
chr8_40926142_40926842	0.01	24
chr8_41713525_41714297	0.37	5
chr8_41753381_41754056	0	1
chr8_41860737_41861243	0.33	11
chr8_41920500_41921514	0.11	15
chr8_41963949_41964837	0.41	3
chr8_41989076_41989711	0.03	6
chr8_44998569_44999408	0.36	18
chr8_45558544_45559601	0.01	12
chr8_45586848_45587891	0.45	20
chr8_45763535_45764186	0.27	11
chr8_46216814_46217727	0.22	21
chr8_46429491_46430325	0.12	11
chr8_46721354_46722071	0.19	8
chr8_46811112_46811898	0.21	13
chr8_46950429_46950885	0.58	10
chr8_47032047_47032613	0.14	6
chr8_47721359_47722182	0.11	5
chr8_47802520_47803026	0.51	3
chr8_47932188_47932962	0.16	15
chr8_48146337_48147264	0.23	13
chr8_48214931_48215752	0.04	15
chr8_48249058_48250165	0.46	26
chr8_48376663_48377323	0.1	12
chr8_48567678_48568946	0.14	20
chr8_48646141_48646961	0.04	29
chr8_50915229_50917345	0.01	86
chr8_53511494_53512366	0.25	26
chr8_57962264_57963191	0.12	13
chr8_58523024_58523694	0.67	3
chr8_58911831_58913699	0.02	58
chr8_60992569_60993875	0	54
chr8_61121544_61122098	0.19	4
chr8_61210746_61211542	0.27	12
chr8_61217226_61217833	0.23	9
chr8_61236721_61237256	0.12	6
chr8_61258664_61260217	0.13	27
chr8_61306183_61307091	0.19	9
chr8_62950994_62952002	0.01	45
chr8_64652143_64652837	0.73	1
chr8_64903714_64904368	0.18	6
chr8_64926267_64927172	0.01	13
chr8_65194445_65195217	0.26	1
chr8_66486196_66486850	0	30
chr8_67181458_67182414	0.06	9
chr8_67631489_67632794	0.02	11
chr8_67853321_67854015	0.08	9
chr8_67896292_67896820	0.1	8
chr8_68161355_68161887	0.07	6
chr8_68205289_68206134	0.05	16
chr8_68325682_68326156	0.46	2
chr8_68368463_68369266	0.13	11
chr8_68694330_68694928	0.35	8
chr8_68830052_68830756	0	4
chr8_68838773_68839558	0.08	4
chr8_68911508_68912233	0	1
chr8_69023106_69023753	0.03	13
chr8_69177661_69178591	0.13	4
chr8_69584443_69585282	0.1	41
chr8_69716337_69717434	0	35
chr8_69749652_69750351	0	18
chr8_70100192_70100842	0.14	9
chr8_70302129_70303004	0.01	52
chr8_70776696_70777457	0	49
chr8_71281568_71282153	0.32	3
chr8_71542430_71543406	0.05	32
chr8_71736687_71737678	0.2	7
chr8_71908259_71909539	0.05	50
chr8_72342568_72343279	0.49	5
chr8_72588805_72589825	0.1	20
chr8_72646134_72646928	0.05	11
chr8_73147191_73147982	0.6	3
chr8_73920870_73921899	0.02	2
chr8_74899481_74900441	0.16	7
chr8_74920536_74921332	0.21	6
chr8_75064709_75065410	0.33	5
chr8_75289970_75290363	0.28	8
chr8_75659204_75659665	0.1	6
chr8_76538474_76539703	0.15	4
chr8_76876665_76877252	0.23	5
chr8_77256322_77257283	0.13	10
chr8_77294467_77295309	0.02	16
chr8_77354984_77356064	0.48	17
chr8_77401796_77402336	0.19	5
chr8_77443998_77444975	0.08	14
chr8_77549099_77549910	0.03	49
chr8_78698174_78698823	0.19	19
chr8_79140767_79142101	0.06	31
chr8_79638613_79639770	0	38
chr8_79711047_79712201	0	66
chr8_81069074_81070012	0.06	5
chr8_81389051_81389499	0.12	7
chr8_83154993_83155942	0.03	10
chr8_83219324_83219729	0.5	8
chr8_83389479_83390344	0.01	31
chr8_83616969_83617576	0.28	4
chr8_83679746_83680867	0.26	20
chr8_83747770_83748219	0.02	11
chr8_83954984_83955848	0	57
chr8_84104559_84105360	0.01	24
chr8_84249305_84249891	0	32
chr8_84477473_84477915	0.07	3
chr8_84485763_84486390	0.35	10
chr8_84554288_84555275	0.48	8
chr8_84593980_84594550	0.07	8
chr8_84846761_84847627	0	29
chr8_84893427_84894231	0	28
chr8_84969173_84970016	0	35
chr8_85371651_85372676	0.37	5
chr8_85386109_85386642	0.35	8
chr8_85533947_85534957	0.81	5
chr8_86125113_86125760	0.96	2
chr8_86159151_86159974	0.04	7
chr8_86184544_86185470	0.35	9
chr8_86366414_86367151	0.48	7
chr8_86410947_86411708	0.2	13
chr8_86470458_86471268	0.32	5
chr8_86512071_86512899	0.25	11
chr8_86536181_86536859	0.44	10
chr8_87071129_87071504	0.66	2
chr8_87228551_87229367	0.93	10
chr8_87267884_87268695	0.55	2
chr8_88064391_88065285	0.03	16
chr8_88160208_88160911	0.35	7
chr8_88417052_88417749	0.13	10
chr8_88453790_88454929	0.03	34
chr8_88806764_88807445	0.32	5
chr8_90496266_90497093	0.05	18
chr8_90542591_90543253	0.03	12
chr8_90907694_90908838	0.01	27
chr8_91338620_91339070	0	5
chr8_91474744_91475275	0.35	6
chr8_91563214_91563948	0.11	6
chr8_91787096_91787895	0.93	8
chr8_92225027_92225696	0.48	7
chr8_92984184_92985011	0.42	7
chr8_93272965_93273902	0.24	9
chr8_93315414_93316072	0.54	3
chr8_93502582_93503219	0.23	3
chr8_93620820_93621417	0.46	2
chr8_93643404_93644180	0.2	4
chr8_93653953_93654807	0.08	11
chr8_93923722_93924447	0.02	10
chr8_94104092_94104646	0.22	6
chr8_94194592_94195232	0.25	7
chr8_94290330_94290976	0.03	7
chr8_94444359_94445092	0.59	4
chr8_94574071_94575053	0.05	18
chr8_94646123_94646884	0.29	9
chr8_94744520_94745202	0.31	11
chr8_94751197_94751933	0.43	8
chr8_94912993_94913570	0.07	35
chr8_95175567_95176225	0.09	21
chr8_95242909_95243782	0.3	12
chr8_95687952_95689449	0.09	18
chr8_96150942_96152828	0.05	44
chr8_98684560_98685706	0.07	19
chr8_101097742_101098294	0.09	4
chr8_101913540_101914133	0.06	1
chr8_102487593_102489168	0.01	11
chr8_102553311_102554238	0.03	12
chr8_103438991_103439927	0.33	7
chr8_103950374_103950883	0.19	8
chr8_104022594_104023651	0.08	12
chr8_104037512_104038122	0.24	12
chr8_104065655_104066840	0.21	16
chr8_104127162_104127946	0.1	5
chr8_104176861_104177458	0.3	7
chr8_104641375_104642416	0.01	52
chr8_104758088_104759001	0.22	6
chr8_105152729_105153475	0.06	25
chr8_105593755_105594480	0.01	17
chr8_105774445_105775211	0.39	7
chr8_105924959_105925825	0.43	8
chr8_106010978_106011745	0.01	27
chr8_106185454_106185975	0.33	6
chr8_106432921_106433810	0.04	17
chr8_106905758_106906870	0.24	18
chr8_106919467_106920173	0.17	5
chr8_106924786_106925599	0.15	13
chr8_106944390_106945139	0.38	6
chr8_106991355_106991888	0.34	6
chr8_107257232_107257754	0.01	7
chr8_107402874_107403656	0.03	21
chr8_107444438_107445105	0.48	3
chr8_108406755_108407535	0.11	22
chr8_108565877_108566904	0.12	17
chr8_108740344_108740987	0.09	17
chr8_108878809_108879469	0.42	19
chr8_108896302_108897023	0.23	12
chr8_109614123_109614998	0.11	27
chr8_110177234_110177976	0.65	24
chr8_110705149_110706107	0.41	12
chr8_110772190_110772923	0.08	13
chr8_111075785_111076345	0.12	3
chr8_111424148_111425268	0.91	27
chr8_111521608_111522380	0.01	22
chr8_111643272_111644204	0	44
chr8_111911541_111912093	0	8
chr8_113691344_113691771	0.67	11
chr8_113811210_113812059	0.14	8
chr8_113885000_113885707	0.73	5
chr8_114006939_114007702	0.04	13
chr8_114076577_114077139	0.03	6
chr8_114133360_114134086	0.06	25
chr8_114205009_114206193	0.01	46
chr8_114491549_114492335	0.96	7
chr8_114882030_114882716	0.61	7
chr8_115432595_115433142	0.69	6
chr8_115597170_115598034	0.44	9
chr8_115616720_115617569	0.93	10
chr8_115706589_115707744	0.01	38
chr8_115742209_115743211	0.45	15
chr8_115764471_115765118	0.63	5
chr8_115903718_115904528	0.66	7
chr8_116115774_116116441	0.09	18
chr8_116237516_116238482	0.81	7
chr8_116519477_116520130	0.74	6
chr8_116542752_116543299	0.65	7
chr8_116552125_116552999	0.23	10
chr8_116620972_116622233	0.05	30
chr8_116657294_116657861	0.1	11
chr8_116673866_116674527	0.12	7
chr8_116863281_116864031	0.04	27
chr8_116954265_116955198	0.16	21
chr8_117061212_117061770	0.18	11
chr8_117289011_117289526	0.01	10
chr8_118237069_118237919	0.16	17
chr8_118320442_118321127	0.03	1
chr8_118352981_118353400	0	4
chr8_118722837_118723366	0.05	3
chr8_119718850_119719727	0.03	22
chr8_119777866_119778829	0.01	28
chr8_119970035_119970982	0.54	18
chr8_120046083_120047100	0.42	18
chr8_120136337_120136961	0.25	10
chr8_120190564_120191878	0.41	23
chr8_120268245_120269142	0.04	28
chr8_120351789_120352749	0.15	16
chr8_120437012_120438282	0.05	13
chr8_120449163_120449990	0.68	13
chr8_120518637_120519424	0.2	9
chr8_120598381_120599190	0.09	28
chr8_120667657_120668690	0	25
chr8_121368683_121369899	0.42	33
chr8_121444841_121445635	0.13	15
chr8_121570388_121571067	0.3	22
chr8_121675467_121675864	0.58	13
chr8_121717737_121718550	0.27	18
chr8_121874931_121875609	0.16	7
chr8_121935202_121935920	0.71	9
chr8_122006584_122007339	0.16	12
chr8_122058820_122059428	0.18	10
chr8_122084618_122085570	0.04	14
chr8_122355837_122356796	0.15	8
chr8_122419612_122420610	0.15	10
chr8_122641332_122642911	0.21	25
chr8_122695724_122696168	0.32	5
chr8_122775108_122776122	0	46
chr8_122851856_122853010	0.78	7
chr8_122931703_122932462	0	4
chr8_123212509_123213284	0.01	28
chr8_123342163_123342877	0.47	14
chr8_123498826_123499978	0.21	24
chr8_123527629_123528317	0.21	19
chr8_123720411_123720978	0.04	11
chr8_123767797_123769357	0.12	26
chr8_123912260_123912982	0.39	12
chr8_123957889_123958619	0.22	16
chr8_124082562_124083021	0.2	8
chr8_124181779_124182865	0.36	23
chr8_124270321_124270842	0.39	12
chr8_124516345_124517524	0.05	13
chr8_124569324_124570269	0.49	11
chr8_124585695_124586339	0.44	2
chr8_124784482_124785093	0.12	14
chr8_124792153_124793238	0	37
chr8_125012594_125013482	0.19	26
chr8_125130791_125131317	0.41	10
chr8_125278834_125279758	0.46	7
chr8_125317424_125318082	0.96	11
chr8_125364505_125365393	0.57	12
chr8_125474780_125475315	0.65	17
chr8_125502659_125503258	0.33	7
chr8_125624141_125624758	0.39	9
chr8_125641641_125642294	0.6	12
chr8_125819900_125820551	0.04	7
chr8_125889804_125890550	0.08	7
chr8_125971298_125971906	0	4
chr8_126034923_126035639	0.21	8
chr8_126096152_126097425	0.2	16
chr8_126104801_126105516	0.59	7
chr8_126272355_126273639	0.32	8
chr8_126306982_126307768	0.23	12
chr8_126615563_126616370	0.23	8
chr8_126694241_126694896	0.01	8
chr8_126757939_126758789	0.11	12
chr8_127063333_127065085	0.03	48
chr8_127214528_127215231	0.73	7
chr8_127534649_127536021	0	11
chr8_127614095_127614672	0.17	5
chr8_127675040_127675773	0.15	8
chr8_127697659_127698813	0.3	7
chr8_127706042_127707089	0.06	19
chr8_128003560_128004313	0.17	4
chr8_128030280_128031418	0.03	29
chr8_128069735_128070487	0.34	6
chr8_128272808_128273510	0.26	4
chr8_128335922_128336610	0.55	5
chr8_128415553_128416463	0.01	4
chr8_128716151_128716627	0.46	1
chr9_3001278_3001646	0.79	6
chr9_8330612_8331502	0.1	6
chr9_9040782_9041617	0.2	9
chr9_9101688_9102597	0.22	9
chr9_9254735_9255419	0.17	4
chr9_9582732_9583630	0.43	2
chr9_9819790_9820511	0.31	2
chr9_13563589_13564294	0.41	9
chr9_13670976_13671541	0.8	1
chr9_14596295_14596961	0.41	10
chr9_14730197_14730744	0.32	9
chr9_14997138_14998365	0.26	14
chr9_15018209_15019367	0.31	23
chr9_15962681_15963374	0.09	6
chr9_16011416_16012280	0.09	4
chr9_16039795_16040269	0.13	3
chr9_16113658_16114620	0.02	5
chr9_16221794_16222241	0.66	6
chr9_16282243_16283505	0.11	4
chr9_17392612_17393609	0.05	3
chr9_19621706_19622461	0	33
chr9_20684900_20685871	0.05	19
chr9_20822512_20823300	0.16	7
chr9_21041292_21041885	0.38	4
chr9_21062725_21063492	0.35	4
chr9_21097735_21098395	0.02	11
chr9_21237901_21239342	0.01	15
chr9_21320379_21321457	0.02	19
chr9_21424487_21425551	0	25
chr9_21736971_21737759	0.48	17
chr9_21842696_21843689	0.17	7
chr9_21852586_21853113	0.01	21
chr9_21917294_21918613	0	13
chr9_22461793_22462417	0.56	5
chr9_22483844_22484511	0.13	8
chr9_23059709_23060306	0.39	5
chr9_23083348_23083949	0.55	17
chr9_23167140_23167449	0.11	2
chr9_23268501_23269444	0.09	13
chr9_23462796_23463745	0.17	4
chr9_23495338_23495911	0.11	5
chr9_24027391_24027888	0.83	5
chr9_24189521_24190271	0	2
chr9_24211240_24212270	0.3	5
chr9_24217462_24218120	0.61	2
chr9_24516046_24517115	0.17	15
chr9_25218861_25219512	0.19	4
chr9_25373957_25374569	0.11	3
chr9_25408090_25408997	0.32	8
chr9_25429597_25430232	0.16	5
chr9_26264741_26265607	0.06	3
chr9_26519598_26520509	0.56	5
chr9_26633136_26633853	0	4
chr9_26634820_26635752	0.02	2
chr9_26649289_26650200	0.21	9
chr9_26678227_26678791	0.09	6
chr9_26728688_26729372	0.19	4
chr9_27123889_27124714	0.06	2
chr9_27208856_27209383	0.31	4
chr9_27437230_27438241	0.07	12
chr9_27454031_27454799	0.02	10
chr9_27501741_27502585	0.22	10
chr9_27511162_27511679	0.26	2
chr9_27556695_27558324	0.09	7
chr9_27728811_27729291	0.06	9
chr9_27809492_27810201	0.05	8
chr9_28218047_28218957	0.18	6
chr9_28225727_28227132	0.07	15
chr9_28386590_28387247	0	6
chr9_28690095_28690843	0.41	2
chr9_29530916_29532016	0.35	7
chr9_29575856_29576631	0.73	5
chr9_29594516_29595552	0.6	29
chr9_29791127_29791920	0.82	11
chr9_29858723_29859699	0.45	5
chr9_29981243_29982114	0.24	9
chr9_30026644_30027421	0.24	10
chr9_30137472_30138287	0.5	19
chr9_30212392_30213303	0	3
chr9_30369827_30370493	0.76	9
chr9_30716309_30717000	0.5	8
chr9_30896635_30897263	0.84	5
chr9_30922229_30922927	0.01	39
chr9_31677075_31677653	0.44	1
chr9_33327677_33328203	0.23	3
chr9_33790501_33791203	0.2	6
chr9_33827346_33827927	0	2
chr9_34156271_34157132	0.52	8
chr9_34411578_34412386	0.02	5
chr9_34443704_34444460	0.07	6
chr9_34538435_34539528	0.01	7
chr9_34574498_34575082	0.35	11
chr9_34771095_34772522	0.53	13
chr9_34843195_34844109	0.29	13
chr9_34911668_34912510	0.11	10
chr9_35116691_35117963	0.03	15
chr9_35131870_35132534	0.22	13
chr9_35155938_35156774	0.5	6
chr9_35210443_35211835	0.01	71
chr9_35335502_35336577	0.39	17
chr9_35479469_35479927	0.05	6
chr9_36865312_36865830	0	2
chr9_37430558_37431283	0.01	16
chr9_37462839_37463275	0.02	7
chr9_37474689_37475458	0.55	13
chr9_37675147_37676130	0.15	9
chr9_37863281_37863847	0	1
chr9_40381669_40382561	0.11	12
chr9_40449739_40450680	0.13	16
chr9_40505325_40506279	0.09	12
chr9_40511940_40512331	0	2
chr9_40537663_40538398	0.67	3
chr9_40555108_40555698	0.07	6
chr9_40567894_40568669	0.14	7
chr9_40737065_40737563	0.18	4
chr9_41020237_41021174	0.68	10
chr9_41031285_41031825	0.72	12
chr9_41198446_41199287	0.52	13
chr9_41345197_41345870	0.12	3
chr9_41556556_41557530	0.15	5
chr9_41665104_41665868	0.08	9
chr9_41981749_41982619	0.51	5
chr9_42081857_42082393	0.73	14
chr9_42094010_42094524	0.17	4
chr9_42094821_42095288	0.18	4
chr9_42138253_42138952	0.26	4
chr9_42209678_42210556	0.16	12
chr9_42229419_42230176	0.23	13
chr9_42300977_42301715	0.23	7
chr9_42394100_42395128	0.57	18
chr9_42427866_42428913	0.23	12
chr9_42721403_42722558	0.44	9
chr9_42846668_42847768	0.09	15
chr9_42882178_42882831	0.02	10
chr9_42917846_42918483	0.19	9
chr9_42964166_42965324	0.08	21
chr9_42975117_42975664	0.29	9
chr9_43133370_43134012	0.37	6
chr9_43149426_43150578	0.19	16
chr9_43210034_43211307	0.12	23
chr9_43311862_43312749	0.42	14
chr9_43387224_43387848	0.36	15
chr9_43440897_43441622	0.31	4
